Time & Date,Amount,Payment Provider,City,Order ID,Name,Quantity,Discount,Shipping,Status,Total Amount
2022-02-06 02:37:48,188,Offline Payments,Naharlagun,11174,"Woody (Only 1) Gloss Tube:Sample(1ml), Bills (Only 1) Gloss Tube:Sample(1ml)",2,12.0,80.0,Successful,256.0
2022-01-06 09:06:16,350,Offline Payments,Agra,11173,Eyelashes Select an Option:Nexus,1,0.0,150.0,Successful,500.0
2022-05-31 15:24:27,832,Razorpay,Gurugram,11172,"Sunrise Body Butter, Mandarin Lip and Cheek Tint, Y2k Select an Option:Sample Gloss, Body Oil Select an Option:Purple Shimmer Oil, Sangria (Only 1) Gloss Tube:Sample(3ml)",5,0.0,80.0,Successful,912.0
2022-05-31 14:25:15,215,Razorpay,Surat,11171,"Boba Gloss Select an Option:Sample Gloss, Y2k Select an Option:Sample Gloss",2,0.0,80.0,Successful,295.0
2022-05-31 12:14:42,369,Offline Payments,Nagpur,11170,Body Oil Select an Option:Green Shimmer Oil,1,0.0,150.0,Successful,519.0
2022-05-31 08:03:37,304,Razorpay,New Delhi,11169,Bills (Only 1) Gloss Tube:Normal Wand,1,25.0,80.0,Successful,359.0
2022-05-31 02:07:33,568,Offline Payments,Bangalore,11168,"Poo (Only 1) Gloss Tube:Sample(1ml), Nature Select an Option:Squeeze Tube, Tropical Vibes Body Butter",4,46.0,150.0,Successful,672.0
2022-05-30 10:31:25,512,Offline Payments,Moradabad,11167,Heart Mirror Color::Pink,1,0.0,150.0,Successful,662.0
2022-05-30 10:25:06,448,Razorpay,Bengaluru,11166,"Boujee Lip Oil, Tropical Vibes Body Butter",2,0.0,80.0,Successful,528.0
2022-05-29 09:58:25,609,Razorpay,Chennai,11160,"Lavendor Lip Oil, Golden Berry Body Scrub, Pearl Lash Glue Liner Select an Option:Black",3,59.0,80.0,Successful,630.0
2022-05-29 09:41:30,1262,Razorpay,Hyderabad,11159,"Sunset Body Butter, Sangria (Only 1) Gloss Tube:Sample(3ml), Dinero (Only 1) Gloss Tube:Sample(3ml), Purr, Grey Furry Scrunchie, Light Yellow Zipper Scrunchie, Yellow Zipper Scrunchie, Heart Mirror Color::Lavendor, Cotton Candy Lip Scrub",9,0.0,80.0,Successful,1342.0
2022-05-29 09:22:44,518,Razorpay,Bangalore,11158,"Sunset Body Butter, Rainbow Body Butter Select an Option:Blue Purple Yellow White",2,0.0,80.0,Successful,598.0
2022-05-29 04:46:26,242,Razorpay,Indore,11155,Valentina Lip and Cheek Tint,1,0.0,80.0,Successful,322.0
2022-05-29 04:23:32,584,Razorpay,Zirakpur,11154,"Valentina Lip and Cheek Tint, Brown Sugar Lip and Cheek Tint, Bills (Only 1) Gloss Tube:Normal Wand",3,56.0,80.0,Successful,608.0
2022-05-29 03:48:06,339,Razorpay,Ghaziabad,11153,"Sunset, Valentina Lip and Cheek Tint",2,29.0,80.0,Successful,390.0
2022-05-29 03:21:49,1397,Razorpay,New Delhi,11152,"Sangria (Only 1) Gloss Tube:Normal Wand, Ruby (Only 1) Gloss Tube:Sample(3ml), Pearl Lash Glue Liner Select an Option:Clear, Diamond Lash Glue Liner Select an Option:Black, Sunset Body Butter, Golden Berry Body Scrub",8,0.0,0.0,Successful,1397.0
2022-05-29 02:37:02,329,Razorpay,JAMSHEDPUR,11151,Bills (Only 1) Gloss Tube:Normal Wand,1,0.0,80.0,Successful,409.0
2022-05-29 02:20:36,1218,Razorpay,Navimumbai,11149,"Valentina Lip and Cheek Tint, Dinero (Only 1) Gloss Tube:Sample(3ml), Bills (Only 1) Gloss Tube:Normal Wand, Sangria (Only 1) Gloss Tube:Normal Wand, Lucid (Only 1) Gloss Tube:Sample(1ml), Sunset, Baby Blue Organza Scrunchie, Lilac Organza Scrunchie, Ruby (Only 1) Gloss Tube:Sample(3ml), Body Oil Select an Option:Rose Petal Infused Body Oil, Bubblegum (Only 1) Gloss Tube:Sample(1ml)",11,135.0,0.0,Successful,1083.0
2022-05-29 02:18:00,755,Razorpay,Navi Mumbai,11148,"Bills (Only 1) Gloss Tube:Normal Wand, Sangria (Only 1) Gloss Tube:Normal Wand, Valentina Lip and Cheek Tint, Woody (Only 1) Gloss Tube:Sample(3ml)",4,75.0,80.0,Successful,760.0
2022-05-29 02:10:55,260,Razorpay,Mumbai,11147,Lucid (Only 1) Gloss Tube:Sample(1ml),3,0.0,80.0,Successful,340.0
2022-05-27 01:58:51,418,Razorpay,Pune,11145,"Lip Mask, Boba Gloss Select an Option:Nude, Black Polka Scrunchie",3,0.0,80.0,Successful,498.0
2022-05-24 09:35:50,342,Razorpay,Kolkata,11142,Lash & Brow Growth Oil,1,0.0,80.0,Successful,422.0
2022-05-22 09:15:00,1512,Razorpay,New Delhi,11139,"Valentina Lip and Cheek Tint, Lavendor Lip Oil, Boba Gloss Select an Option:Nude, Heart Mirror Color::Lavendor, Lash & Brow Growth Oil, Diamond Lash Glue Liner Select an Option:Black",6,0.0,0.0,Successful,1512.0
2022-05-22 07:38:38,230,Razorpay,Nagpur,11137,Sangria (Only 1) Gloss Tube:Sample(3ml),1,0.0,80.0,Successful,310.0
2022-05-22 07:03:59,655,Razorpay,Bhopal,11135,"Body Oil Select an Option:Rose Petal Infused Body Oil, Ruby (Only 1) Gloss Tube:Sample(3ml), Lucid (Only 1) Gloss Tube:Sample(3ml)",3,0.0,80.0,Successful,735.0
2022-05-21 08:03:05,268,Razorpay,Hyderabad,11133,Boujee Lip Oil,1,0.0,80.0,Successful,348.0
2022-05-19 15:47:44,1040,Razorpay,Lavasa,11132,"Bills (Only 1) Gloss Tube:Normal Wand, Dinero (Only 1) Gloss Tube:Normal Wand, Sangria (Only 1) Gloss Tube:Normal Wand",3,0.0,80.0,Successful,1120.0
2022-05-18 08:11:30,470,Razorpay,Bengaluru,11129,"Ruby (Only 1) Gloss Tube:Sample(3ml), Nudes, Sangria (Only 1) Gloss Tube:Sample(3ml)",3,0.0,80.0,Successful,550.0
2022-05-18 07:15:46,1200,Razorpay,Gurugram,11128,"Ruby (Only 1) Gloss Tube:Normal Wand, Lucid (Only 1) Gloss Tube:Normal Wand, Poo (Only 1) Gloss Tube:Normal Wand, Sangria (Only 1) Gloss Tube:Sample(1ml), Dinero (Only 1) Gloss Tube:Sample(3ml)",5,0.0,0.0,Successful,1200.0
2022-05-18 05:27:54,400,Razorpay,Gurgaon,11127,Golden Berry Body Scrub,1,0.0,80.0,Successful,480.0
2022-05-18 04:15:25,342,Razorpay,New Delhi,11126,Lash & Brow Growth Oil,1,0.0,80.0,Successful,422.0
2022-05-18 02:30:36,1232,Razorpay,Bengaluru,11125,"Brown Sugar Lip and Cheek Tint, Golden Berry Body Scrub, Gloss Pack",3,0.0,0.0,Successful,1232.0
2022-05-17 10:07:20,562,Razorpay,Chennai,11123,"Bills (Only 1) Gloss Tube:Normal Wand, Brown Sugar Lip and Cheek Tint",2,0.0,80.0,Successful,642.0
2022-05-17 10:04:20,400,Razorpay,Hyderabad,11122,Sangria (Only 1) Gloss Tube:Normal Wand,1,0.0,80.0,Successful,480.0
2022-05-17 09:55:34,382,Razorpay,मुंबई,11121,Bills (Only 1) Gloss Tube:Normal Wand,1,18.0,80.0,Successful,444.0
2022-05-17 09:06:20,1040,Razorpay,Mumbai,11120,"Golden Berry Body Scrub, Dinero (Only 1) Gloss Tube:Normal Wand, Bills (Only 1) Gloss Tube:Normal Wand",3,0.0,80.0,Successful,1120.0
2022-05-17 08:24:44,1095,Razorpay,New Delhi,11119,"Bills (Only 1) Gloss Tube:Normal Wand, Ruby (Only 1) Gloss Tube:Normal Wand, Sunrays, Y2k Select an Option:Squeeze Tube",5,0.0,80.0,Successful,1175.0
2022-05-17 07:40:11,550,Razorpay,Kolkata,11118,"Woody (Only 1) Gloss Tube:Normal Wand, Ruby (Only 1) Gloss Tube:Sample(3ml)",2,0.0,80.0,Successful,630.0
2022-05-17 07:05:52,830,Razorpay,Mumbai,11117,Gloss Pack,1,0.0,80.0,Successful,910.0
2022-05-17 02:16:03,580,Razorpay,Hyderabad,11113,"24K rose Lip Oil Gloss Select an Option:Big doe wand, Nature Select an Option:Phat Wand",2,0.0,80.0,Successful,660.0
2022-05-17 02:11:08,720,Razorpay,Mysore,11112,"Bubblegum (Only 1) Gloss Tube:Normal Wand, Sangria (Only 1) Gloss Tube:Normal Wand",2,0.0,80.0,Successful,800.0
2022-05-17 02:07:27,1520,Razorpay,Mumbai,11111,"Poo (Only 1) Gloss Tube:Normal Wand, Golden Berry",5,80.0,0.0,Successful,1440.0
2022-05-13 13:50:58,372,Razorpay,Hyderabad,11110,Valentina Lip and Cheek Tint,2,32.0,80.0,Successful,420.0
2022-11-05 23:18:38,330,Razorpay,Agartala,11105,Lucid Select an Option:Big doe wand,1,0.0,80.0,Successful,410.0
2022-11-05 06:23:16,392,Razorpay,Nagpur,11102,"Blueberry Lip  Scrub, Y2k Select an Option:Squeeze Tube",2,0.0,80.0,Successful,472.0
2022-09-05 10:07:04,392,Razorpay,Jodhpur,11100,"Valentina Lip and Cheek Tint, Ruby Select an Option:Sample Gloss, Bitchy Peachy Select an Option:Sample Gloss",3,0.0,80.0,Successful,472.0
2022-08-05 03:45:18,1520,Razorpay,Kolkata,11098,"Heart Mirror Color::Lavendor, Pearl Lash Glue Liner Select an Option:Black, Grey Polka Scrunchie, Yellow Polka Scrunchie, Polka Scurnchie, Gingham Scrunchie (3), Pink Fruit Scrunchie, Brown Crushed Cloth Scrunchie, Gingham Organza Scrunchie(3), Normal Wand Glosses Select an Option:Bubblegum, Bitchy Peachy Select an Option:Cylindrical Tube, Green Polka Scrunchie",12,0.0,0.0,Successful,1520.0
2022-07-05 15:38:20,1295,Razorpay,New Delhi,11096,"24K rose Lip Oil Gloss, Mint Green Scrunchie, Lavendor Lip Oil, Normal Wand Glosses Select an Option:Woody, Body Oil Select an Option:Copper Shimmer oil, Cotton Candy Lip Scrub, Brown Sugar Lip and Cheek Tint",7,0.0,0.0,Successful,1295.0
2022-07-05 13:27:24,530,Razorpay,New Delhi,11095,"Lash & Brow Growth Oil, 24K rose Lip Oil Gloss",2,0.0,80.0,Successful,610.0
2022-07-05 07:15:19,234,Razorpay,Kolkata,11094,Valentina Lip and Cheek Tint,1,8.0,80.0,Successful,306.0
2022-06-05 07:09:09,816,Razorpay,"Chennai, Tamil Nadu, India",11092,"Mint Green Scrunchie, Cream Scrunchie, Baby Pink Scrunchie, Brown Scrunchie, Ocean Blue Crushed Cloth Scrunchie, Sunrays, Ruby Select an Option:Sample Gloss, Baby Blue Zipper Scrunchie, Purple Heaven, Brown Crushed Cloth Scrunchie, Coffee Brown Zipper Scrunchie, Deep yellow Zipper Scrunchie",13,0.0,80.0,Successful,896.0
2022-06-05 07:07:01,816,Razorpay,"Chennai, Tamil Nadu, India",aeeffbbf-4d31-4fd0-abce-d72956ec3ddb,"Mint Green Scrunchie, Cream Scrunchie, Baby Pink Scrunchie, Brown Scrunchie, Ocean Blue Crushed Cloth Scrunchie, Sunrays, Ruby Select an Option:Sample Gloss, Baby Blue Zipper Scrunchie, Purple Heaven, Brown Crushed Cloth Scrunchie, Coffee Brown Zipper Scrunchie, Deep yellow Zipper Scrunchie",13,0.0,80.0,Declined,896.0
2022-05-05 10:54:23,678,Razorpay,Delhi,11090,"Boujee Lip Oil, Cotton Candy Lip Scrub, Lip Mask, Valentina Lip and Cheek Tint",4,0.0,80.0,Successful,758.0
2022-05-05 06:57:26,568,Razorpay,Mumbai,11085,"Boba Gloss Select an Option:Nude, Lucid Select an Option:Big doe wand",2,0.0,80.0,Successful,648.0
2022-04-05 13:27:42,965,Razorpay,CHENNAI,11084,"24K rose Lip Oil Gloss, Valentina Lip and Cheek Tint, Lip Mask, Cotton Candy Lip Scrub, Tropical Vibes Body Scrub",5,0.0,80.0,Successful,1045.0
2022-04-05 12:19:41,980,Razorpay,Lucknow,11083,"Sunset Body Butter, Rainbow Body Butter Select an Option:Blue Purple Yellow White, Baddie Bundle",3,0.0,80.0,Successful,1060.0
2022-04-05 11:40:28,226,Razorpay,Delhi,11081,Valentina Lip and Cheek Tint,1,16.0,80.0,Successful,290.0
2022-04-05 11:26:06,318,Razorpay,Kolkata,11079,"Valentina Lip and Cheek Tint, Woody Select an Option:Sample Gloss",2,0.0,80.0,Successful,398.0
2022-04-05 11:12:11,242,Razorpay,Kanpur,11077,Valentina Lip and Cheek Tint,1,0.0,80.0,Successful,322.0
2022-03-05 01:36:03,368,Razorpay,Pune,11073,"Brown Sugar Lip and Cheek Tint, Y2k Select an Option:Squeeze Tube",2,0.0,80.0,Successful,448.0
2022-03-05 00:34:55,342,Razorpay,New Delhi,11071,Normal Wand Glosses Select an Option:Woody,1,0.0,80.0,Successful,422.0
2022-02-05 06:35:39,1282,Razorpay,Hyderabad,11070,"Kiwi Lip Scrub, Heart Mirror Color::Baby Pink, Violet Crushed Cloth Scrunchie, Lip Mask, Brown Crushed Cloth Scrunchie, Cotton Candy Lip Scrub, Peach Lip Scrub, Brown Sugar Lip and Cheek Tint",9,0.0,0.0,Successful,1282.0
2022-02-05 03:30:10,230,Razorpay,Gandhinagar,11069,Woody Select an Option:Sample Gloss,2,0.0,80.0,Successful,310.0
2022-02-05 01:00:17,765,Razorpay,Kollam,11068,"Lip Mask, 24K rose Lip Oil Gloss, Bubblegum Select an Option:Sample Gloss, Bitchy Peachy Select an Option:Squeeze Tube, Y2k Select an Option:Sample Gloss, Valentina Lip and Cheek Tint",6,0.0,80.0,Successful,845.0
2022-01-05 14:55:31,605,Razorpay,Sirsa,11062,"Valentina Lip and Cheek Tint, Sangria Select an Option:Sample Gloss, Sunrise Body Scrub",3,0.0,80.0,Successful,685.0
2022-01-05 13:57:12,355,Razorpay,Mumbai,11061,Body Oil Select an Option:Turqouise Shimmer Oil,1,0.0,80.0,Successful,435.0
2022-01-05 12:45:09,242,Razorpay,Gurugram,11058,Valentina Lip and Cheek Tint,1,0.0,80.0,Successful,322.0
2022-01-05 12:37:53,242,Razorpay,Kolkata,11056,Valentina Lip and Cheek Tint,1,0.0,80.0,Successful,322.0
2022-01-05 12:23:57,242,Razorpay,Navi Mumbai,11055,Valentina Lip and Cheek Tint,1,0.0,80.0,Successful,322.0
2022-01-05 11:53:56,592,Razorpay,Pune,11054,"Y2k Select an Option:Big doe wand, Normal Wand Glosses Select an Option:Woody",2,0.0,80.0,Successful,672.0
2022-01-05 10:47:37,580,Razorpay,Hyderabad,11053,"Bitchy Peachy Select an Option:Big doe wand, Lucid Select an Option:Big doe wand",2,0.0,80.0,Successful,660.0
2022-01-05 09:37:03,605,Razorpay,Koraput,11051,"Lucid Select an Option:Big doe wand, Body Oil Select an Option:Purple Shimmer Oil",2,0.0,80.0,Successful,685.0
2022-01-05 08:50:43,330,Razorpay,New Delhi,11049,"Nudes Select an Option:Squeeze Tube, Bitchy Peachy Select an Option:Squeeze Tube",2,0.0,80.0,Successful,410.0
2022-01-05 08:47:13,305,Razorpay,mumbai,11048,Lucid Select an Option:Big doe wand,1,25.0,80.0,Successful,360.0
2022-01-05 08:28:28,155,Razorpay,Gandhinagar,ed6feb44-93fa-4ad1-82e7-95544b31319f,Woody Select an Option:Sample Gloss,2,0.0,80.0,Declined,235.0
2022-01-05 07:27:29,598,Razorpay,Navi Mumbai,11047,"Pink Scrunchie, Orange Scrunchie, Lilac Organza Scrunchie, Baby Blue Organza Scrunchie, Gingham Scrunchie (2), Lemon Scrunchie (1), Pink Fruit Scrunchie, Olive Zipper Scrunchie, Sunrise Body Scrub",9,58.0,80.0,Successful,620.0
2022-01-05 07:03:58,462,Razorpay,Kolkata,11046,"Brown Sugar Lip and Cheek Tint, Hibiscus Lip OIl, Cream Scrunchie",3,0.0,80.0,Successful,542.0
2022-01-05 04:00:08,955,Razorpay,Bangalore,11042,"24K rose Lip Oil Gloss, Normal Wand Glosses Select an Option:Woody, Normal Wand Glosses Select an Option:Bubblegum, Mandarin Lip and Cheek Tint",4,0.0,80.0,Successful,1035.0
2022-01-05 03:58:45,705,Razorpay,Noida,11041,"Heart Mirror Color::Lavendor, Normal Wand Glosses Select an Option:Bills",2,0.0,80.0,Successful,785.0
2022-01-05 03:47:21,480,Razorpay,Nagpur,11040,"Y2k Select an Option:Big doe wand, Euphoria Select an Option:Sample Gloss, Bills Select an Option:Sample Gloss",3,0.0,80.0,Successful,560.0
2022-01-05 03:20:47,1101,Razorpay,Haryana,11037,"Ruby Select an Option:Sample Gloss, Y2k Select an Option:Big doe wand, Lucid Select an Option:Big doe wand, Poo Select an Option:Big doe wand",5,54.0,80.0,Successful,1127.0
2022-01-05 02:59:40,710,Razorpay,Mumbai,11036,"Mandarin Lip and Cheek Tint, Bebe Rosa, Dark Grey Zipper Scrunchie, Nudes Select an Option:Sample Gloss, Poo Select an Option:Big doe wand",5,70.0,80.0,Successful,720.0
2022-01-05 02:54:49,580,Razorpay,Shakthinagar,11035,"Wicked Select an Option:Sample Gloss, Nudes Select an Option:Squeeze Tube, Bubblegum Select an Option:Sample Gloss, Ruby Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss",6,0.0,80.0,Successful,660.0
2022-01-05 02:51:52,230,Razorpay,Dehradun,11034,"Euphoria Select an Option:Sample Gloss, Y2k Select an Option:Sample Gloss",2,0.0,80.0,Successful,310.0
2022-01-05 02:50:44,325,Razorpay,Hyderabad,11033,"Pink Scrunchie, Black Polka Scrunchie, Yellow Crushed Cloth Scrunchie, Gingham Scrunchie(1), Baby Pink Scrunchie, Orange Scrunchie, Gingham Scrunchie (3)",7,0.0,80.0,Successful,405.0
2022-01-05 02:46:55,1151,Razorpay,Srinagar,11032,"Woody Select an Option:Big doe wand, Nudes Select an Option:Squeeze Tube, Ruby Select an Option:Big doe wand, Euphoria Select an Option:Squeeze Tube, Lucid Select an Option:Big doe wand, Tweezers",6,56.0,80.0,Successful,1175.0
2022-01-05 02:42:02,2112,Razorpay,Gurgaon,11031,"Body Oil Select an Option:Copper Shimmer oil, Euphoria Select an Option:Big doe wand, Woody Select an Option:Big doe wand, Sangria Select an Option:Squeeze Tube, Lash & Brow Growth Oil, Sunrise Body Scrub, Tropical Vibes Body Scrub, Boujee Lip Oil, Magic Potion",9,0.0,0.0,Successful,2112.0
2022-01-05 02:29:40,268,Razorpay,Nashik,11030,24K rose Lip Oil Gloss,1,0.0,80.0,Successful,348.0
2022-01-05 02:27:11,370,Razorpay,Bengaluru,11029,"Y2k Select an Option:Big doe wand, Green Polka Scrunchie",2,0.0,80.0,Successful,450.0
2022-01-05 02:20:15,355,Razorpay,Jamshedpur,11028,"Y2k Select an Option:Squeeze Tube, Bills Select an Option:Sample Gloss",3,0.0,80.0,Successful,435.0
2022-01-05 02:16:03,395,Razorpay,New Delhi,11027,Make your own sample Bundle Gloss 5:Sangria | Gloss 4:Euphoria | Gloss 3:Bills | Gloss 2:Dinero | Gloss 1:Woody,1,35.0,80.0,Successful,440.0
2022-01-05 01:49:42,330,Razorpay,Bangalore,11026,Woody Select an Option:Big doe wand,1,0.0,80.0,Successful,410.0
2022-01-05 01:44:00,1674,Razorpay,Agartala,11025,"Y2k Select an Option:Big doe wand, Woody Select an Option:Big doe wand, Bubblegum Select an Option:Big doe wand, Peach Lip Scrub, Sunset Body Butter, Heather Body Scrub, Normal Wand Glosses Select an Option:Bills",7,88.0,0.0,Successful,1586.0
2022-01-05 01:35:45,567,Razorpay,Candolim,11024,"Woody Select an Option:Big doe wand, Lash & Brow Growth Oil",2,26.0,80.0,Successful,621.0
2022-01-05 01:35:12,505,Razorpay,Mysore,11023,"Mandarin Lip and Cheek Tint, Lash & Brow Growth Oil",2,0.0,80.0,Successful,585.0
2022-01-05 01:30:34,732,Razorpay,Kolkata,11021,"Boba Gloss Select an Option:Nude, 24K rose Lip Oil Gloss, Diamond Lash Glue Liner Select an Option:Clear",3,72.0,80.0,Successful,740.0
2022-01-05 01:11:51,451,Razorpay,Faridabad,11020,"Nudes Select an Option:Big doe wand, Brown Sugar Lip and Cheek Tint",2,41.0,80.0,Successful,490.0
2022-01-05 01:01:08,405,Razorpay,Jaipur,11017,"Moonlight Select an Option:Sample Gloss, Lucid Select an Option:Big doe wand",2,0.0,80.0,Successful,485.0
2022-01-05 00:59:51,492,Razorpay,Mumbai,11018,"Bebe Rosa, Lucid Select an Option:Big doe wand",2,0.0,80.0,Successful,572.0
2022-01-05 00:58:41,305,Razorpay,Pune,11016,"Woody Select an Option:Sample Gloss, Ruby Select an Option:Sample Gloss, Sangria Select an Option:Sample Gloss",3,0.0,80.0,Successful,385.0
2022-01-05 00:51:51,330,Razorpay,Kolkata,11015,24K rose Lip Oil Gloss Select an Option:Big doe wand,1,0.0,80.0,Successful,410.0
2022-01-05 00:40:56,1239,Razorpay,Mumbai,11014,"Sunset Body Butter, Lash & Brow Growth Oil, Silver Scrunchie, Lucid Select an Option:Big doe wand, Poo Select an Option:Squeeze Tube",6,61.0,80.0,Successful,1258.0
2022-01-05 00:31:28,584,Razorpay,Navi mumbai,11013,"Lash & Brow Growth Oil, 24K rose Lip Oil Gloss Select an Option:Big doe wand, Pink Furry Scrunchie",3,56.0,80.0,Successful,608.0
2022-01-05 00:29:01,330,Razorpay,Nagpur,11012,Moonlight Select an Option:Big doe wand,1,0.0,80.0,Successful,410.0
2022-01-05 00:25:45,415,Razorpay,Jaipur,11011,"Bebe Rosa, Lip Mask, Lip Balm Select an Option:Raspberry",3,0.0,80.0,Successful,495.0
2022-04-20 07:45:52,730,Razorpay,Greater Noida,11008,Valentina Lip and Cheek Tint,2,0.0,80.0,Successful,810.0
2022-03-31 14:32:48,580,Razorpay,Dehradun,11003,Moonlight Select an Option:Big doe wand,1,0.0,80.0,Successful,660.0
2022-03-29 13:23:54,1270,Razorpay,New Delhi,11002,"Valentina Lip and Cheek Tint, Hibiscus Lip OIl, Lavendor Lip Oil, 24K rose Lip Oil Gloss, Lilac Crushed Cloth Scrunchie, Violet Crushed Cloth Scrunchie",6,0.0,0.0,Successful,1270.0
2022-03-29 10:59:04,351,Razorpay,Kurseong,11001,Valentina Lip and Cheek Tint,1,0.0,75.0,Successful,426.0
2022-03-29 06:50:40,475,Razorpay,Jammu,11000,Lucid Select an Option:Big doe wand,1,0.0,75.0,Successful,550.0
2022-03-26 03:55:50,1082,Razorpay,Delhi,10999,"Poo Select an Option:Sample Gloss, Hibiscus Lip OIl, Lucid Select an Option:Big doe wand",4,0.0,0.0,Successful,1082.0
2022-03-25 17:46:31,1060,Razorpay,Hyderabad,10998,"Sunrise Body Butter, Body Oil Select an Option:Golden Shimmer oil, Ruby Select an Option:Squeeze Tube, Y2k Select an Option:Squeeze Tube",4,0.0,0.0,Successful,1060.0
2022-03-25 02:35:31,660,Razorpay,Dehradun,10997,"Y2k Select an Option:Big doe wand, Euphoria Select an Option:Squeeze Tube",2,0.0,60.0,Successful,720.0
2022-03-25 02:27:07,1236,Razorpay,Guwahati,10996,"Sangria Select an Option:Sample Gloss, Nudes Select an Option:Cylindrical Tube, Bubblegum Select an Option:Big doe wand, Valentina Lip and Cheek Tint",4,0.0,0.0,Successful,1236.0
2022-03-24 06:25:45,420,Razorpay,Mysore,10995,"Lucid Select an Option:Sample Gloss, Nudes Select an Option:Sample Gloss, Euphoria Select an Option:Sample Gloss",3,0.0,60.0,Successful,480.0
2022-03-23 06:11:53,1206,Razorpay,Bengaluru,10994,"Lavendor Lip Oil, Nudes Select an Option:Big doe wand, Lash & Brow Growth Oil",3,0.0,0.0,Successful,1206.0
2022-03-22 13:54:29,460,Razorpay,Kalimpong,10993,Lucid Select an Option:Big doe wand,1,0.0,60.0,Successful,520.0
